subject,stim_name,genre,piece,ensemble,theme,spatial,target,instruments,n_instruments,response_shape,soli_shape,stimulus_shape,fs_eeg,fs_audio,target_idx,pred_instr,correct,attended_r,best_nontarget_r,margin_r
0004,classique_morceau1_duo_CoOb_theme2_stereo_Ob,classique,morceau1,duo,theme2,stereo,Ob,"['Co', 'Ob']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Co,False,-0.021407405973195976,-0.01764628578248081,-0.0037611201907151656
0004,classique_morceau1_duo_FlOb_theme1_stereo_Fl,classique,morceau1,duo,theme1,stereo,Fl,"['Fl', 'Ob']",2,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,0,Fl,True,0.06161731578516311,0.0494942095246065,0.012123106260556606
0004,classique_morceau1_duo_FlOb_theme2_stereo_Ob,classique,morceau1,duo,theme2,stereo,Ob,"['Fl', 'Ob']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Fl,False,0.011711025285867205,0.026956023735866235,-0.01524499844999903
0004,classique_morceau1_trio_CoFlOb_theme1_stereo_Co,classique,morceau1,trio,theme1,stereo,Co,"['Co', 'Fl', 'Ob']",3,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,0,Co,True,0.019901235663755953,0.0163698425433375,0.0035313931204184537
0004,classique_morceau1_trio_CoFlOb_theme1_stereo_Ob,classique,morceau1,trio,theme1,stereo,Ob,"['Co', 'Fl', 'Ob']",3,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,2,Ob,True,0.012149975943944026,-0.007884243247531439,0.020034219191475466
0004,classique_morceau1_trio_CoFlOb_theme2_stereo_Fl,classique,morceau1,trio,theme2,stereo,Fl,"['Co', 'Fl', 'Ob']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Co,False,-0.0047785356713478415,0.030924444815681046,-0.035702980487028885
0004,classique_morceau2_duo_BoFh_theme1_stereo_Fh,classique,morceau2,duo,theme1,stereo,Fh,"['Bo', 'Fh']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Bo,False,0.014150833619879899,0.015575355963405762,-0.0014245223435258633
0004,classique_morceau2_duo_BoFh_theme2_stereo_Bo,classique,morceau2,duo,theme2,stereo,Bo,"['Bo', 'Fh']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Fh,False,-0.037878867999648395,0.028255642871336223,-0.06613451087098463
0004,classique_morceau2_duo_BoFl_theme1_stereo_Fl,classique,morceau2,duo,theme1,stereo,Fl,"['Bo', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Fl,True,-0.010430970674040583,-0.018965244881796968,0.008534274207756385
0004,classique_morceau2_duo_BoFl_theme2_stereo_Bo,classique,morceau2,duo,theme2,stereo,Bo,"['Bo', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Bo,True,0.005378865112878911,-0.0002150613250284751,0.0055939264379073865
0004,classique_morceau2_duo_FhFl_theme2_stereo_Fh,classique,morceau2,duo,theme2,stereo,Fh,"['Fh', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Fl,False,0.011989915075185771,0.05885569933718141,-0.04686578426199564
0004,classique_morceau2_duo_FhFl_theme2_stereo_Fl,classique,morceau2,duo,theme2,stereo,Fl,"['Fh', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Fh,False,-0.04300993970566688,-0.017030826396969942,-0.02597911330869694
0004,classique_morceau2_trio_BoFhFl_theme1_stereo_Bo,classique,morceau2,trio,theme1,stereo,Bo,"['Bo', 'Fh', 'Fl']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Fl,False,-0.013555340504472156,0.0479403962733051,-0.061495736777777255
0004,classique_morceau2_trio_BoFhFl_theme1_stereo_Fh,classique,morceau2,trio,theme1,stereo,Fh,"['Bo', 'Fh', 'Fl']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Bo,False,-0.017345396416936432,0.008556222070519424,-0.025901618487455855
0004,classique_morceau2_trio_BoFhFl_theme2_stereo_Fl,classique,morceau2,trio,theme2,stereo,Fl,"['Bo', 'Fh', 'Fl']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,2,Fl,True,0.03507477046364419,0.006423927595741479,0.02865084286790271
0004,pop_falldead_duo_BsDr_theme1_stereo_Bs,pop,falldead,duo,theme1,stereo,Bs,"['Bs', 'Dr']",2,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,0,Bs,True,0.028137257204104954,0.025578756602089494,0.00255850060201546
0004,pop_falldead_duo_BsDr_theme1_stereo_Dr,pop,falldead,duo,theme1,stereo,Dr,"['Bs', 'Dr']",2,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,1,Bs,False,-0.03268489467856967,-0.008530838572624686,-0.024154056105944986
0004,pop_falldead_duo_GtVx_theme1_stereo_Gt,pop,falldead,duo,theme1,stereo,Gt,"['Gt', 'Vx']",2,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,0,Gt,True,0.05748302823002355,0.02382145029576928,0.03366157793425427
0004,pop_falldead_duo_GtVx_theme1_stereo_Vx,pop,falldead,duo,theme1,stereo,Vx,"['Gt', 'Vx']",2,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,1,Gt,False,-0.09787055877484369,0.10541822864076271,-0.2032887874156064
0004,pop_falldead_trio_BsDrVx_theme1_stereo_Bs,pop,falldead,trio,theme1,stereo,Bs,"['Bs', 'Dr', 'Vx']",3,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,0,Dr,False,-0.02087688459978589,0.004721501620731718,-0.02559838622051761
0004,pop_falldead_trio_GtDrVx_theme1_stereo_Gt,pop,falldead,trio,theme1,stereo,Gt,"['Gt', 'Dr', 'Vx']",3,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,0,Dr,False,0.018005216108888878,0.040976284163716285,-0.022971068054827407
0004,pop_falldead_trio_GtDrVx_theme1_stereo_Vx,pop,falldead,trio,theme1,stereo,Vx,"['Gt', 'Dr', 'Vx']",3,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,2,Dr,False,-0.07344916150852672,0.023892444774114993,-0.09734160628264171
0004,pop_mixtape_duo_BsDr_theme1_stereo_Bs,pop,mixtape,duo,theme1,stereo,Bs,"['Bs', 'Dr']",2,"(20, 5124)","(3, 882516)","(2, 882516)",256,44100,0,Dr,False,-0.020445158229166992,0.02436095554037283,-0.04480611376953982
0004,pop_mixtape_duo_BsDr_theme2_stereo_Dr,pop,mixtape,duo,theme2,stereo,Dr,"['Bs', 'Dr']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Dr,True,0.051035430630853605,0.039755002899628536,0.01128042773122507
0004,pop_mixtape_duo_GtVx_theme1_stereo_Gt,pop,mixtape,duo,theme1,stereo,Gt,"['Gt', 'Vx']",2,"(20, 5124)","(3, 882516)","(2, 882516)",256,44100,0,Vx,False,-0.011765314119527104,0.009313650269478039,-0.021078964389005143
0004,pop_mixtape_duo_GtVx_theme1_stereo_Vx,pop,mixtape,duo,theme1,stereo,Vx,"['Gt', 'Vx']",2,"(20, 5124)","(3, 882516)","(2, 882516)",256,44100,1,Vx,True,0.07731279033424658,0.053301780929530695,0.024011009404715886
0004,pop_mixtape_trio_BsDrVx_theme2_stereo_Dr,pop,mixtape,trio,theme2,stereo,Dr,"['Bs', 'Dr', 'Vx']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Vx,False,0.007419905638600042,0.008350591066749556,-0.0009306854281495146
0004,pop_mixtape_trio_GtDrVx_theme1_stereo_Vx,pop,mixtape,trio,theme1,stereo,Vx,"['Gt', 'Dr', 'Vx']",3,"(20, 5124)","(3, 882516)","(2, 882516)",256,44100,2,Dr,False,0.007226881304441368,0.041857143415445684,-0.03463026211100432
0004,pop_mixtape_trio_GtDrVx_theme2_stereo_Dr,pop,mixtape,trio,theme2,stereo,Dr,"['Gt', 'Dr', 'Vx']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Gt,False,0.005568544862459862,0.044967182904681234,-0.03939863804222137
0005,classique_morceau1_duo_CoFl_theme1_stereo_Fl,classique,morceau1,duo,theme1,stereo,Fl,"['Co', 'Fl']",2,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,1,Co,False,-0.003190486712033864,0.030006906726966386,-0.03319739343900025
0005,classique_morceau1_duo_CoFl_theme2_stereo_Co,classique,morceau1,duo,theme2,stereo,Co,"['Co', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Fl,False,-0.008109745636879094,0.005469770143751894,-0.013579515780630987
0005,classique_morceau1_duo_CoOb_theme2_stereo_Co,classique,morceau1,duo,theme2,stereo,Co,"['Co', 'Ob']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Ob,False,0.002658735140374697,0.01621890770848004,-0.013560172568105343
0005,classique_morceau1_duo_CoOb_theme2_stereo_Ob,classique,morceau1,duo,theme2,stereo,Ob,"['Co', 'Ob']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Co,False,0.019346312448348547,0.028855853103606163,-0.009509540655257616
0005,classique_morceau1_duo_FlOb_theme1_stereo_Fl,classique,morceau1,duo,theme1,stereo,Fl,"['Fl', 'Ob']",2,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,0,Fl,True,-0.0040875772333801505,-0.009974028179628974,0.005886450946248824
0005,classique_morceau1_duo_FlOb_theme1_stereo_Ob,classique,morceau1,duo,theme1,stereo,Ob,"['Fl', 'Ob']",2,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,1,Fl,False,-0.03355397845029589,0.015282827055408461,-0.04883680550570435
0005,classique_morceau1_trio_CoFlOb_theme1_stereo_Fl,classique,morceau1,trio,theme1,stereo,Fl,"['Co', 'Fl', 'Ob']",3,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,1,Co,False,-0.016613355402019064,0.026870720110941295,-0.04348407551296036
0005,classique_morceau1_trio_CoFlOb_theme2_stereo_Co,classique,morceau1,trio,theme2,stereo,Co,"['Co', 'Fl', 'Ob']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Ob,False,-0.016821537612166416,0.025240933717507102,-0.042062471329673515
0005,classique_morceau1_trio_CoFlOb_theme2_stereo_Ob,classique,morceau1,trio,theme2,stereo,Ob,"['Co', 'Fl', 'Ob']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,2,Co,False,-0.004547996356947674,0.018218493202701778,-0.022766489559649453
0005,classique_morceau2_duo_BoFh_theme1_stereo_Bo,classique,morceau2,duo,theme1,stereo,Bo,"['Bo', 'Fh']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Fh,False,0.0062680394490706405,0.008461907061805598,-0.0021938676127349578
0005,classique_morceau2_duo_BoFh_theme2_stereo_Fh,classique,morceau2,duo,theme2,stereo,Fh,"['Bo', 'Fh']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Fh,True,-0.0316142693263524,-0.042751225565844715,0.011136956239492318
0005,classique_morceau2_duo_BoFl_theme1_stereo_Bo,classique,morceau2,duo,theme1,stereo,Bo,"['Bo', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Bo,True,-0.011471890992834003,-0.02584297307230236,0.014371082079468358
0005,classique_morceau2_duo_BoFl_theme1_stereo_Fl,classique,morceau2,duo,theme1,stereo,Fl,"['Bo', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Bo,False,-0.020361157774853176,-0.005717779693944981,-0.014643378080908195
0005,classique_morceau2_duo_FhFl_theme1_stereo_Fh,classique,morceau2,duo,theme1,stereo,Fh,"['Fh', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Fl,False,-0.0025499096520705685,0.007413404552912115,-0.009963314204982683
0005,classique_morceau2_duo_FhFl_theme1_stereo_Fl,classique,morceau2,duo,theme1,stereo,Fl,"['Fh', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Fl,True,0.02362395143845653,0.017700889915136856,0.005923061523319673
0005,classique_morceau2_trio_BoFhFl_theme1_stereo_Bo,classique,morceau2,trio,theme1,stereo,Bo,"['Bo', 'Fh', 'Fl']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Fl,False,-0.015191320259188056,0.0063067568510146894,-0.021498077110202747
0005,classique_morceau2_trio_BoFhFl_theme1_stereo_Fh,classique,morceau2,trio,theme1,stereo,Fh,"['Bo', 'Fh', 'Fl']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Bo,False,-0.009180652555712607,0.018380766476170266,-0.027561419031882875
0005,classique_morceau2_trio_BoFhFl_theme2_stereo_Fl,classique,morceau2,trio,theme2,stereo,Fl,"['Bo', 'Fh', 'Fl']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,2,Fl,True,0.016616224231070894,0.009053812622233237,0.007562411608837657
0005,pop_falldead_duo_BsDr_theme1_stereo_Bs,pop,falldead,duo,theme1,stereo,Bs,"['Bs', 'Dr']",2,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,0,Dr,False,0.011204149149739993,0.03132218156146175,-0.020118032411721755
0005,pop_falldead_duo_BsDr_theme1_stereo_Dr,pop,falldead,duo,theme1,stereo,Dr,"['Bs', 'Dr']",2,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,1,Dr,True,-0.0017141250048790257,-0.03642660590476506,0.03471248089988604
0005,pop_falldead_duo_GtVx_theme1_stereo_Gt,pop,falldead,duo,theme1,stereo,Gt,"['Gt', 'Vx']",2,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,0,Gt,True,0.012206297806418536,-0.011603341210238906,0.02380963901665744
0005,pop_falldead_duo_GtVx_theme1_stereo_Vx,pop,falldead,duo,theme1,stereo,Vx,"['Gt', 'Vx']",2,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,1,Gt,False,-0.02325409722074956,0.03035528417973171,-0.05360938140048127
0005,pop_falldead_trio_BsDrVx_theme1_stereo_Bs,pop,falldead,trio,theme1,stereo,Bs,"['Bs', 'Dr', 'Vx']",3,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,0,Bs,True,-0.0018157658392282969,-0.01799387238818335,0.016178106548955053
0005,pop_falldead_trio_GtDrVx_theme1_stereo_Gt,pop,falldead,trio,theme1,stereo,Gt,"['Gt', 'Dr', 'Vx']",3,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,0,Gt,True,0.05712927517938673,0.015356920573176702,0.041772354606210024
0005,pop_falldead_trio_GtDrVx_theme1_stereo_Vx,pop,falldead,trio,theme1,stereo,Vx,"['Gt', 'Dr', 'Vx']",3,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,2,Dr,False,0.0007958730177972159,0.002835827984305628,-0.002039954966508412
0005,pop_mixtape_duo_BsDr_theme2_stereo_Bs,pop,mixtape,duo,theme2,stereo,Bs,"['Bs', 'Dr']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Bs,True,-1.412621575438977e-05,-0.007694290732754059,0.007680164516999669
0005,pop_mixtape_duo_BsDr_theme2_stereo_Dr,pop,mixtape,duo,theme2,stereo,Dr,"['Bs', 'Dr']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Bs,False,0.006251420496193851,0.030958228832051234,-0.024706808335857384
0005,pop_mixtape_duo_GtVx_theme2_stereo_Gt,pop,mixtape,duo,theme2,stereo,Gt,"['Gt', 'Vx']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Vx,False,-0.03661770967036944,-0.00034482415402267594,-0.03627288551634676
0005,pop_mixtape_duo_GtVx_theme2_stereo_Vx,pop,mixtape,duo,theme2,stereo,Vx,"['Gt', 'Vx']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Gt,False,-0.03735381640769451,-0.018557312177397093,-0.018796504230297415
0005,pop_mixtape_trio_BsDrVx_theme1_stereo_Vx,pop,mixtape,trio,theme1,stereo,Vx,"['Bs', 'Dr', 'Vx']",3,"(20, 5124)","(3, 882516)","(2, 882516)",256,44100,2,Dr,False,0.038333767531162084,0.052283885731931684,-0.0139501182007696
0005,pop_mixtape_trio_BsDrVx_theme2_stereo_Bs,pop,mixtape,trio,theme2,stereo,Bs,"['Bs', 'Dr', 'Vx']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Dr,False,0.020843729239561255,0.05701582316341255,-0.03617209392385129
0005,pop_mixtape_trio_BsDrVx_theme2_stereo_Dr,pop,mixtape,trio,theme2,stereo,Dr,"['Bs', 'Dr', 'Vx']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Dr,True,0.018383647906424806,0.006269264421699322,0.012114383484725485
0007,classique_morceau1_duo_CoFl_theme2_stereo_Co,classique,morceau1,duo,theme2,stereo,Co,"['Co', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Co,True,0.05348138423507698,0.02204462115088379,0.03143676308419319
0007,classique_morceau1_duo_CoFl_theme2_stereo_Fl,classique,morceau1,duo,theme2,stereo,Fl,"['Co', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Co,False,-0.013990294417316725,0.024596548965215473,-0.038586843382532196
0007,classique_morceau1_duo_CoOb_theme1_stereo_Co,classique,morceau1,duo,theme1,stereo,Co,"['Co', 'Ob']",2,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,0,Ob,False,-0.018812720178365102,0.04785053179193024,-0.06666325197029534
0007,classique_morceau1_duo_CoOb_theme1_stereo_Ob,classique,morceau1,duo,theme1,stereo,Ob,"['Co', 'Ob']",2,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,1,Ob,True,0.05241589822043105,-0.03725089593744013,0.08966679415787118
0007,classique_morceau1_duo_FlOb_theme1_stereo_Fl,classique,morceau1,duo,theme1,stereo,Fl,"['Fl', 'Ob']",2,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,0,Ob,False,-0.028783375468174683,-0.01605220375444678,-0.012731171713727903
0007,classique_morceau1_duo_FlOb_theme1_stereo_Ob,classique,morceau1,duo,theme1,stereo,Ob,"['Fl', 'Ob']",2,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,1,Fl,False,0.006766507786761162,0.009739704561920292,-0.0029731967751591296
0007,classique_morceau1_trio_CoFlOb_theme1_stereo_Co,classique,morceau1,trio,theme1,stereo,Co,"['Co', 'Fl', 'Ob']",3,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,0,Ob,False,0.00432168891029653,0.009473183772867494,-0.005151494862570964
0007,classique_morceau1_trio_CoFlOb_theme1_stereo_Fl,classique,morceau1,trio,theme1,stereo,Fl,"['Co', 'Fl', 'Ob']",3,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,1,Ob,False,-0.03914859129757145,-0.011081574997591633,-0.02806701629997982
0007,classique_morceau1_trio_CoFlOb_theme1_stereo_Ob,classique,morceau1,trio,theme1,stereo,Ob,"['Co', 'Fl', 'Ob']",3,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,2,Ob,True,0.05350775803753708,0.04680766120874156,0.006700096828795521
0007,classique_morceau2_duo_BoFh_theme2_stereo_Bo,classique,morceau2,duo,theme2,stereo,Bo,"['Bo', 'Fh']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Fh,False,-0.004672906743642897,0.03670417226643672,-0.041377079010079615
0007,classique_morceau2_duo_BoFh_theme2_stereo_Fh,classique,morceau2,duo,theme2,stereo,Fh,"['Bo', 'Fh']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Fh,True,0.050938213409629694,0.02329466335684476,0.027643550052784936
0007,classique_morceau2_duo_BoFl_theme2_stereo_Fl,classique,morceau2,duo,theme2,stereo,Fl,"['Bo', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Bo,False,0.0075906137684801376,0.012534290855142051,-0.004943677086661913
0007,classique_morceau2_duo_FhFl_theme2_stereo_Fl,classique,morceau2,duo,theme2,stereo,Fl,"['Fh', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Fh,False,0.02295118174629167,0.0422608482270414,-0.019309666480749735
0007,classique_morceau2_trio_BoFhFl_theme1_stereo_Bo,classique,morceau2,trio,theme1,stereo,Bo,"['Bo', 'Fh', 'Fl']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Fh,False,-0.04278397161286296,-0.008596614375708826,-0.03418735723715413
0007,classique_morceau2_trio_BoFhFl_theme1_stereo_Fl,classique,morceau2,trio,theme1,stereo,Fl,"['Bo', 'Fh', 'Fl']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,2,Bo,False,-0.01882831045029155,-0.004997718307846317,-0.013830592142445235
0007,pop_mixtape_duo_BsDr_theme1_stereo_Bs,pop,mixtape,duo,theme1,stereo,Bs,"['Bs', 'Dr']",2,"(20, 5124)","(3, 882516)","(2, 882516)",256,44100,0,Bs,True,0.003613710581507057,-0.00038444693961818007,0.003998157521125237
0007,pop_mixtape_duo_BsDr_theme1_stereo_Dr,pop,mixtape,duo,theme1,stereo,Dr,"['Bs', 'Dr']",2,"(20, 5124)","(3, 882516)","(2, 882516)",256,44100,1,Dr,True,0.0030761714931393353,-0.008244545159959392,0.011320716653098728
0007,pop_mixtape_duo_GtVx_theme1_stereo_Vx,pop,mixtape,duo,theme1,stereo,Vx,"['Gt', 'Vx']",2,"(20, 5124)","(3, 882516)","(2, 882516)",256,44100,1,Gt,False,0.004024207064793455,0.01844203606161181,-0.014417828996818358
0007,pop_mixtape_duo_GtVx_theme2_stereo_Gt,pop,mixtape,duo,theme2,stereo,Gt,"['Gt', 'Vx']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Gt,True,0.012666002255236489,0.0020368964102162267,0.010629105845020262
0007,pop_mixtape_trio_BsDrVx_theme2_stereo_Bs,pop,mixtape,trio,theme2,stereo,Bs,"['Bs', 'Dr', 'Vx']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Dr,False,-0.009347597005344488,0.017185517743230422,-0.02653311474857491
0007,pop_mixtape_trio_BsDrVx_theme2_stereo_Dr,pop,mixtape,trio,theme2,stereo,Dr,"['Bs', 'Dr', 'Vx']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Dr,True,0.008827565807794943,-0.0016824197129664837,0.010509985520761427
0007,pop_mixtape_trio_GtDrVx_theme2_stereo_Vx,pop,mixtape,trio,theme2,stereo,Vx,"['Gt', 'Dr', 'Vx']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,2,Dr,False,0.016817385633529327,0.03271175747204158,-0.015894371838512254
0008,classique_morceau1_duo_CoFl_theme1_stereo_Co,classique,morceau1,duo,theme1,stereo,Co,"['Co', 'Fl']",2,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,0,Fl,False,0.035285281730084245,0.035370488604983236,-8.520687489899093e-05
0008,classique_morceau1_duo_CoFl_theme2_stereo_Fl,classique,morceau1,duo,theme2,stereo,Fl,"['Co', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Fl,True,0.010961540179185091,-0.04127082120990353,0.05223236138908862
0008,classique_morceau1_duo_CoOb_theme1_stereo_Co,classique,morceau1,duo,theme1,stereo,Co,"['Co', 'Ob']",2,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,0,Ob,False,-0.03526500163796991,0.03871410694074496,-0.07397910857871487
0008,classique_morceau1_duo_CoOb_theme2_stereo_Ob,classique,morceau1,duo,theme2,stereo,Ob,"['Co', 'Ob']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Ob,True,0.010534361948326456,0.0049595230615854915,0.005574838886740965
0008,classique_morceau1_duo_FlOb_theme2_stereo_Fl,classique,morceau1,duo,theme2,stereo,Fl,"['Fl', 'Ob']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Ob,False,0.01205616035866744,0.03900958342461166,-0.02695342306594422
0008,classique_morceau1_duo_FlOb_theme2_stereo_Ob,classique,morceau1,duo,theme2,stereo,Ob,"['Fl', 'Ob']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Fl,False,-0.011822957634781903,-0.003280574557978893,-0.008542383076803009
0008,classique_morceau1_trio_CoFlOb_theme1_stereo_Co,classique,morceau1,trio,theme1,stereo,Co,"['Co', 'Fl', 'Ob']",3,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,0,Ob,False,-0.020119753966843446,0.021284791031594474,-0.04140454499843792
0008,classique_morceau1_trio_CoFlOb_theme1_stereo_Ob,classique,morceau1,trio,theme1,stereo,Ob,"['Co', 'Fl', 'Ob']",3,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,2,Ob,True,0.016249893082337343,-0.0008716865136786633,0.017121579596016005
0008,classique_morceau1_trio_CoFlOb_theme2_stereo_Fl,classique,morceau1,trio,theme2,stereo,Fl,"['Co', 'Fl', 'Ob']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Co,False,0.013221277192487878,0.07463989717475344,-0.06141861998226557
0008,classique_morceau2_duo_BoFh_theme1_stereo_Bo,classique,morceau2,duo,theme1,stereo,Bo,"['Bo', 'Fh']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Bo,True,0.007191361103529866,-0.014245295029692942,0.02143665613322281
0008,classique_morceau2_duo_BoFh_theme1_stereo_Fh,classique,morceau2,duo,theme1,stereo,Fh,"['Bo', 'Fh']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Fh,True,0.020191533881657318,0.013458263615617971,0.006733270266039346
0008,classique_morceau2_duo_BoFl_theme1_stereo_Fl,classique,morceau2,duo,theme1,stereo,Fl,"['Bo', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Bo,False,-0.008453858064765354,0.009189821495896859,-0.017643679560662213
0008,classique_morceau2_duo_BoFl_theme2_stereo_Bo,classique,morceau2,duo,theme2,stereo,Bo,"['Bo', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Bo,True,0.02616897175345867,-0.030472814284632083,0.05664178603809075
0008,classique_morceau2_duo_FhFl_theme1_stereo_Fh,classique,morceau2,duo,theme1,stereo,Fh,"['Fh', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Fl,False,-0.03873017792341271,-0.02101070959389342,-0.017719468329519292
0008,classique_morceau2_duo_FhFl_theme1_stereo_Fl,classique,morceau2,duo,theme1,stereo,Fl,"['Fh', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Fl,True,-0.00038697483134717225,-0.027963000886599587,0.027576026055252414
0008,classique_morceau2_trio_BoFhFl_theme1_stereo_Fh,classique,morceau2,trio,theme1,stereo,Fh,"['Bo', 'Fh', 'Fl']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Bo,False,-0.07465637438541997,0.055873997349362235,-0.1305303717347822
